CCTV,region,lat,lon,count
NH101F,North,22.48802377,114.1464192,5512
NH109F,North,22.50041071,114.1342197,3970
NH113F,North,22.50305446,114.1267355,8114
NH115F,North,22.50116311,114.1470091,5778
NL022F,Islands,22.30805,113.93874,2095
NL121F,Tsuen Wan,22.3249869,114.0204954,3545
NL124F,Islands,22.31008185,113.9904935,5102
NL126F,Islands,22.2980955,113.9660833,3856
NL128F,Islands,22.2889767,113.9476306,4049
NL206F,Islands,22.29964603,113.9709987,3123
PB106F,Tsuen Wan,22.3253802,114.0357825,1786
RT115F,Tuen Mun,22.37616562,113.9601401,6234
RT116F,Tuen Mun,22.38552239,113.9750312,3927
SM933F,Sha Tin,22.37778258,114.1824479,5419
SM934F,Sha Tin,22.38244241,114.1741555,4681
SM936F,Tsuen Wan,22.37653656,114.1230523,3843
ST106F,Sha Tin,22.3779165,114.1998871,5061
ST109F,Sha Tin,22.38920413,114.2032781,5523
ST112F,Sha Tin,22.37150644,114.1792338,6102
ST114F,Sha Tin,22.3843925,114.1898379,8223
ST115F,Sha Tin,22.38982807,114.1975391,6587
ST117F,Sha Tin,22.42173545,114.2268287,4973
ST119F,Sha Tin,22.42718513,114.2402838,3828
ST701F,Sha Tin,22.40714628,114.2110997,5590
ST703F,Sha Tin,22.39488488,114.1996569,5296
ST712F1,Sha Tin,22.39842255,114.2123212,7747
ST714F,Sha Tin,22.38789322,114.2111629,5347
ST715F,Sha Tin,22.37760035,114.2004308,7324
ST721F,Sha Tin,22.38380417,114.2014612,4314
ST725F,Sha Tin,22.37000701,114.1879529,4652
ST731F,Sha Tin,22.41374312,114.227933,7133
ST732F,Sha Tin,22.41757026,114.2332959,4027
ST922F,Sha Tin,22.36487795,114.1822532,3967
ST942F,Sha Tin,22.38206891,114.2093748,5811
SW103F,Yuen Long,22.426992,113.982439,3277
SW108F,Yuen Long,22.42438851,113.9971503,4835
SW109F,Yuen Long,22.42806827,114.0011184,4670
SW111F,Yuen Long,22.43812359,114.0139673,4683
SW112F,Yuen Long,22.43381492,114.0317002,5348
SW113F,Yuen Long,22.44337572,114.0392287,6732
TC001F,Islands,22.31537,113.959797,4146
TC002F,Tuen Mun,22.372131,113.953067,3810
TC003F,Tuen Mun,22.363326,113.948462,3714
TC101F,Kwai Tsing,22.34864601,114.1115299,6053
TC104F,Sham Shui Po,22.33851168,114.1321335,5532
TC302F,Kwai Tsing,22.34472737,114.0932424,4515
TC551F,Tsuen Wan,22.34523759,114.0572263,6013
TC560F,Kwai Tsing,22.35110094,114.074065,4630
TC573F,Tsuen Wan,22.33733939,114.0389447,3578
TC604F,Kwai Tsing,22.36029874,114.081767,4067
TC612F,Tsuen Wan,22.37038995,114.0737207,5356
TDS10001,Sha Tin,22.39441532,114.199414,1523
TDS10002,Sha Tin,22.3908574,114.1987337,1157
TDS10004,Sha Tin,22.38345199,114.2013737,1786
TDS10005,Sha Tin,22.38773258,114.2005297,257
TDS10006,Sha Tin,22.37707679,114.1989743,245
TDS10007,Sha Tin,22.37213807,114.1899241,1208
TDS10008,Sha Tin,22.37386255,114.1937014,1108
TDS10009,Sha Tin,22.37460278,114.1961774,1685
TDS10010,Sha Tin,22.36785779,114.1871954,3546
TDS10011,Sha Tin,22.3646522,114.1820396,1333
TDS10012,Sha Tin,22.36287324,114.1796317,2869
TDS10013,Sha Tin,22.3602544,114.1763986,1509
TDS20001,Sha Tin,22.38098508,114.2102096,1320
TDS20002,Sha Tin,22.38405537,114.2106376,1291
TDS20003,Sha Tin,22.38777579,114.2113571,1750
TDS20004,Sha Tin,22.39199337,114.2097752,1384
TDS20005,Sha Tin,22.39750168,114.2111944,1276
TDS20007,Sha Tin,22.40376728,114.2179457,1590
TDS20008,Sha Tin,22.40718116,114.216519,1522
TDS20009,Sha Tin,22.41128187,114.2128198,1720
TDS30001,Yuen Long,22.4112265,114.0612685,1138
TDS30002,Yuen Long,22.42323014,114.0643085,1276
TDS30003,Yuen Long,22.42816056,114.0640034,1370
TDS30004,Yuen Long,22.43280112,114.0624455,1189
TDS30005,Yuen Long,22.43706083,114.0587506,974
TDS30006,Yuen Long,22.43957773,114.0552513,562
TDS30007,Yuen Long,22.44338535,114.0510319,731
TDS30008,Yuen Long,22.44792584,114.0487254,0
TDS30009,Yuen Long,22.45378734,114.0496721,389
TDS90001,Sha Tin,22.40945791,114.2119258,1438
TDS90002,Sha Tin,22.40599076,114.209225,1229
TDS90003,Sha Tin,22.40150359,114.2038728,1044
TDS90004,Sha Tin,22.39867733,114.2020853,0
TDS90005,Sha Tin,22.39537248,114.199958,1750
TDS90010,Sha Tin,22.3800556,114.1861111,0
TDS90011,Sha Tin,22.37799026,114.1832053,1263
TDS90012,Sha Tin,22.37836062,114.1790397,449
TDS90013,Sha Tin,22.38032929,114.1769229,409
TDS90014,Sha Tin,22.38258687,114.1727766,409
TDS90015,Sha Tin,22.38140375,114.1692712,961
TDS90016,Tsuen Wan,22.37375565,114.101624,1790
TDS90017,Tsuen Wan,22.3721736,114.0980323,1416
TDS90018,Tsuen Wan,22.3694628,114.0947423,1449
TDS90019,Tsuen Wan,22.37027324,114.0903143,
TDS90020,Tsuen Wan,22.36943947,114.0849261,
TDS90021,Tsuen Wan,22.37173893,114.0792542,1342
TDS90022,Tsuen Wan,22.37104927,114.0738658,1278
TDS90023,Tsuen Wan,22.36789635,114.0718972,1492
TDS90025,Tsuen Wan,22.36668206,114.0656065,1771
TDS90026,Tsuen Wan,22.36924399,114.0616819,1383
TDS90027,Tsuen Wan,22.368059,114.0589254,0
TDS90028,Tsuen Wan,22.36679111,114.0540621,1466
TDS90030,Tsuen Wan,22.36551131,114.0457717,1213
TDS90031,Tsuen Wan,22.36420723,114.041297,1344
TDS90032,Tsuen Wan,22.36119675,114.037397,1275
TDS90033,Tsuen Wan,22.35843899,114.0334483,1736
TDS90034,Tuen Mun,22.35588789,114.0284607,1380
TDS90035,Tuen Mun,22.35614486,114.0231888,1543
TDS90037,Tuen Mun,22.36224227,114.0157548,1697
TDS90038,Tuen Mun,22.36486819,114.0138002,0
TDS90039,Tuen Mun,22.36663494,114.0106232,1515
TDS90040,Tuen Mun,22.36724307,114.0049232,0
TDS90041,Tuen Mun,22.36829568,114.0012421,1179
TDS90042,Tuen Mun,22.37247362,113.9983239,1380
TDS90043,Tuen Mun,22.3758817,113.993455,1300
TDS90044,Tuen Mun,22.37524705,113.9912517,338
TDS90045,Tuen Mun,22.37695794,113.9870159,433
TDS90046,Tuen Mun,22.38182817,113.9817754,0
TDS90048,Tuen Mun,22.39707387,113.9762382,2437
TDS90049,Tuen Mun,22.399952,113.97678,2221
TDS90051,Tuen Mun,22.4065716,113.9780621,2227
TDS90052,Tuen Mun,22.410209,113.9788862,2086
TDS90053,Tuen Mun,22.412403,113.979646,1645
TDS90055,Tuen Mun,22.41592623,113.9885558,1369
TDS90056,Tuen Mun,22.41840507,113.992457,1527
TDS90057,Tuen Mun,22.42351091,113.9956751,0
TDS90058,Yuen Long,22.42509412,113.9982567,1225
TDS90059,Yuen Long,22.42781497,114.0007108,1151
TDS90060,Yuen Long,22.43194387,114.0025415,443
TDS90061,Yuen Long,22.43618305,114.0061984,988
TDS90062,Yuen Long,22.43748776,114.0103447,1108
TDS90063,Yuen Long,22.43793378,114.0138024,1220
TDS90065,Yuen Long,22.4352065,114.0229076,1092
TDS90066,Yuen Long,22.43431726,114.0280084,1109
TDS90067,Yuen Long,22.43472874,114.0336517,1456
TDS90068,Yuen Long,22.43767592,114.0373789,325
TDS90069,Yuen Long,22.44148851,114.0394054,1039
TDS90070,Yuen Long,22.44651897,114.0400028,1014
TDS90071,Yuen Long,22.44904205,114.0443041,1122
TDS90072,Yuen Long,22.45235944,114.0482938,1649
TDS90073,Yuen Long,22.45599209,114.0513606,1417
TDS90074,Yuen Long,22.46016517,114.0526879,1210
TDS90075,Yuen Long,22.46425671,114.0536753,1061
TDS90076,Yuen Long,22.4684205,114.0546918,1065
TDS90077,Yuen Long,22.47278304,114.0558151,1419
TDS90078,Yuen Long,22.47781445,114.0578027,1258
TDS90079,Yuen Long,22.48173404,114.0583338,1140
TDS90080,Yuen Long,22.48493997,114.0585254,1690
TDS90081,Yuen Long,22.49015203,114.0606103,1450
TDS90082,Yuen Long,22.49252089,114.0647093,1017
TDS90084,Yuen Long,22.49511897,114.0742505,824
TDS90086,Yuen Long,22.50193284,114.0823702,855
TDS90089,North,22.50384525,114.0951588,1312
TDS90090,North,22.50350433,114.099688,861
TDS90091,North,22.50320816,114.103634,952
TDS90092,North,22.50286699,114.1081242,836
TDS91001,Tsuen Wan,22.37300496,114.0991872,1518
TDS91002,Tsuen Wan,22.37091583,114.0930034,2518
TDS91003,Tsuen Wan,22.36974004,114.089567,1186
TDS91004,Tsuen Wan,22.36949436,114.0861883,1675
TDS91005,Tsuen Wan,22.37092794,114.0822064,1457
TDS91006,Tsuen Wan,22.37142163,114.0772251,1049
TDS91007,Tsuen Wan,22.37020002,114.0732742,1329
TDS91008,Tsuen Wan,22.36668572,114.0710631,1445
TDS91009,Tsuen Wan,22.36652874,114.0658882,1869
TDS91010,Tsuen Wan,22.36854978,114.0633039,1600
TDS91011,Tsuen Wan,22.36835736,114.0594106,0
TDS91013,Tsuen Wan,22.3656784,114.0514999,1194
TDS91015,Tsuen Wan,22.3648317,114.0429372,1371
TDS91016,Tsuen Wan,22.36086229,114.0370089,0
TDS91017,Tsuen Wan,22.35769762,114.0324685,1720
TDS91018,Tuen Mun,22.35620339,114.0278391,1486
TDS91019,Tuen Mun,22.35703762,114.0218674,1652
TDS91020,Tuen Mun,22.35940007,114.0182046,1477
TDS91021,Tuen Mun,22.36309946,114.015045,1842
TDS91023,Tuen Mun,22.3668854,114.0083024,0
TDS91024,Tuen Mun,22.36719645,114.0035542,1244
TDS91025,Tuen Mun,22.36991976,113.999939,1608
TDS91026,Tuen Mun,22.3738904,113.9974191,1344
TDS91027,Tuen Mun,22.3757366,113.9929114,0
TDS91028,Tuen Mun,22.37504729,113.9903004,1510
TDS91029,Tuen Mun,22.37737293,113.9866689,0
TDS91030,Tuen Mun,22.38162978,113.9820088,317
TDS91031,Tuen Mun,22.38383087,113.9800733,1273
TDS91040,Tuen Mun,22.41641574,113.9901675,1060
TDS91041,Tuen Mun,22.41951627,113.9928538,1380
TDS91042,Tuen Mun,22.42274222,113.994695,1248
TDS91044,Yuen Long,22.43117597,114.002251,1163
TDS91045,Yuen Long,22.43512458,114.0044026,1254
TDS91046,Yuen Long,22.43706158,114.0086549,1079
TDS91048,Yuen Long,22.43657426,114.0178839,362
TDS91049,Yuen Long,22.43527832,114.0224704,992
TDS91050,Yuen Long,22.43438912,114.0275906,260
TDS91051,Yuen Long,22.43417656,114.0321758,978
TDS91052,Yuen Long,22.43792903,114.0376701,762
TDS91053,Yuen Long,22.44185875,114.0394051,920
TDS91054,Yuen Long,22.44598595,114.039741,1631
TDS91055,Yuen Long,22.44877892,114.0427985,0
TDS91056,Yuen Long,22.44871879,114.0465679,4102
TDS91057,Yuen Long,22.45211634,114.0491976,780
TDS91058,Yuen Long,22.45539574,114.0509239,1206
TDS91059,Yuen Long,22.4597226,114.0525814,894
TDS91060,Yuen Long,22.46386833,114.0535784,1249
TDS91061,Yuen Long,22.46799599,114.0545853,1068
TDS91062,Yuen Long,22.47322561,114.0559216,1485
TDS91063,Yuen Long,22.47738991,114.0576476,1503
TDS91064,Yuen Long,22.48129153,114.058305,1374
TDS91065,Yuen Long,22.48537345,114.0585542,1498
TDS91066,Yuen Long,22.48980865,114.0602996,1412
TDS91067,Yuen Long,22.49238511,114.064243,1124
TDS91068,Yuen Long,22.49393316,114.0699074,1367
TDS91069,Yuen Long,22.49537241,114.0751832,1211
TDS91070,Yuen Long,22.49719846,114.0782529,1436
TDS91071,Yuen Long,22.50053219,114.0807676,967
TDS91073,Yuen Long,22.50420303,114.088647,267
TDS91074,North,22.50389013,114.0946243,1015
TDS91075,North,22.5035402,114.0991826,1324
TDS91076,North,22.50309146,114.1051793,1207
TDS91077,North,22.50263323,114.1105831,1264
TDSAPR10001,Southern,22.24863379,114.1497113,1404
TDSAPR20001,Southern,22.24840797,114.1493912,1407
TDSCPRHSK10001,Tuen Mun,22.42242457,113.9855069,924
TDSCPRHSK10002,Tuen Mun,22.42709844,113.9898909,664
TDSCPRHSK10003,Tuen Mun,22.43067888,113.993723,728
TDSCPRHSK10004,Yuen Long,22.43451363,113.9989538,976
TDSCPRHSK20001,Tuen Mun,22.42576951,113.9886397,627
TDSCPRHSK20002,Tuen Mun,22.42960276,113.9924034,988
TDSCPRHSK20003,Tuen Mun,22.43234297,113.9959259,546
TDSCPRKC10001,Tsuen Wan,22.37028714,114.1221808,808
TDSCPRKC10002,Tsuen Wan,22.37085807,114.1284724,1491
TDSCPRKC10003,Kwai Tsing,22.36012267,114.1353693,1409
TDSCPRKC10004,Kwai Tsing,22.35297888,114.1329929,962
TDSCPRKC20001,Tsuen Wan,22.37032342,114.1226566,1355
TDSCPRKC20002,Tsuen Wan,22.37090334,114.1288704,1431
TDSCPRKC20003,Tsuen Wan,22.37080449,114.1305599,1213
TDSCPRKC20004,Kwai Tsing,22.35924649,114.1345346,1106
TDSCPRKC20005,Kwai Tsing,22.35505598,114.1332835,1044
TDSCPRLT10001,Tuen Mun,22.41715514,113.9815999,1428
TDSCPRLT10002,Tuen Mun,22.42015539,113.9833732,945
TDSCPRLT20001,Tuen Mun,22.4190528,113.9826462,1608
TDSCPRLT20002,Tuen Mun,22.42046277,113.9836641,1341
TDSCPRPS10001,Yuen Long,22.43585218,114.0008172,789
TDSCPRPS10002,Yuen Long,22.43880103,114.0053986,768
TDSCPRPS10003,Yuen Long,22.44100816,114.0089222,1039
TDSCPRPS10004,Yuen Long,22.4428268,114.0123492,768
TDSCPRPS20001,Yuen Long,22.43673859,114.0021275,788
TDSCPRPS20002,Yuen Long,22.43904527,114.0057966,886
TDSCPRPS20003,Yuen Long,22.4412886,114.0093979,736
TDSCPRPS20004,Yuen Long,22.44380592,114.0161562,720
TDSIEC10001,Central & Western,22.28040541,114.1643086,1446
TDSIEC10002,Wan Chai,22.27961101,114.1689468,1713
TDSIEC10003,Wan Chai,22.27925895,114.1725176,2548
TDSIEC10004,Wan Chai,22.27971957,114.1767191,2760
TDSIEC20001,Wan Chai,22.27943057,114.174303,3315
TDSIEC20002,Wan Chai,22.28015303,114.1782619,2857
TDSJCR10001,North,22.49373933,114.1429777,687
TDSJCR10002,North,22.48968532,114.1461953,1304
TDSJCR20001,North,22.49351364,114.1433471,487
TDSJCR20002,North,22.48862879,114.1463219,0
TDSLFR10001,Tuen Mun,22.38696869,113.9690182,894
TDSLFR10002,Tuen Mun,22.38602329,113.9712142,1411
TDSLFR10003,Tuen Mun,22.38561288,113.9751767,0
TDSLFR20001,Tuen Mun,22.38632026,113.9703981,973
TDSLFR20002,Tuen Mun,22.38564041,113.9755263,1116
TDSLTR10001,Yuen Long,22.45102316,114.0091724,1474
TDSLTR10002,Yuen Long,22.44728821,114.0127228,1135
TDSLTR10003,Yuen Long,22.44458304,114.0166604,1500
TDSLTR10004,Yuen Long,22.44153951,114.0163822,1248
TDSLTR20001,Yuen Long,22.4502649,114.0094551,1041
TDSLTR20002,Yuen Long,22.44790115,114.0116146,457
TDSLTR20003,Yuen Long,22.44505257,114.0166113,1432
TDSLTR20004,Yuen Long,22.4410969,114.0162662,934
TDSMOSB10001,Sha Tin,22.41472706,114.2291378,662
TDSMOSB10002,Sha Tin,22.4186536,114.2342191,256
TDSMOSB10003,Sha Tin,22.42267953,114.2387276,850
TDSMOSB10004,Sha Tin,22.42510713,114.2427694,1134
TDSMOSB10005,Sha Tin,22.42875372,114.2468508,372
TDSMOSB20001,Sha Tin,22.41460057,114.2293417,1066
TDSMOSB20002,Sha Tin,22.41740787,114.2328588,815
TDSMOSB20003,Sha Tin,22.42078397,114.2364831,2296
TDSMOSB20004,Sha Tin,22.42410509,114.2419045,1032
TDSMOSB20005,Sha Tin,22.4278512,114.2455973,0
TDSMOSB20006,Sha Tin,22.42924963,114.2485995,1051
TDSMOSR10001,Sha Tin,22.40427286,114.2184411,1605
TDSMOSR10002,Sha Tin,22.40819105,114.2223174,1498
TDSMOSR10003,Sha Tin,22.41281368,114.2256891,1166
TDSMOSR20001,Sha Tin,22.4086604,114.2231819,1936
TDSMOSR20002,Sha Tin,22.41310252,114.2261166,1191
TDSNCWBR10001,Kwun Tong,22.33308509,114.2185656,1341
TDSNCWBR10002,Kwun Tong,22.33195569,114.2207493,1050
TDSNCWBR10003,Kwun Tong,22.33297578,114.2220988,1017
TDSNCWBR10004,Kwun Tong,22.33414032,114.2235261,989
TDSNCWBR20001,Kwun Tong,22.33172089,114.2207686,0
TDSNCWBR20002,Kwun Tong,22.33303908,114.221798,2197
TDSNCWBR20003,Kwun Tong,22.33410401,114.2241765,1060
TDSNCWBR20004,Sai Kung,22.33455355,114.2305348,1154
TDSPBH10001,Tsuen Wan,22.3299468,114.0325262,966
TDSPBH10002,Tsuen Wan,22.32549757,114.0357435,0
TDSPBH20001,Tsuen Wan,22.32823164,114.0332559,1296
TDSPBH20002,Tsuen Wan,22.32480302,114.0366761,1082
TDSPERE10001,Kowloon City,22.32795141,114.1914536,2113
TDSPERE10002,Kowloon City,22.33146392,114.1952493,2373
TDSPERE20001,Kowloon City,22.32915235,114.1927836,2533
TDSPERE20002,Kowloon City,22.3312743,114.1950358,427
TDSSPWR10001,Southern,22.25479041,114.1383205,1850
TDSSPWR10002,Southern,22.25047441,114.1412418,1496
TDSSPWR10003,Southern,22.24939152,114.1450352,971
TDSSPWR20001,Southern,22.25236165,114.1404555,1525
TDSSPWR20002,Southern,22.24993262,114.1414748,1315
TDSSPWR20003,Southern,22.249238,114.1450546,860
TDSTCKR10001,Sha Tin,22.37696033,114.1904877,921
TDSTCKR10002,Sha Tin,22.38127651,114.1946539,809
TDSTCKR10003,Sha Tin,22.38265803,114.1960038,1148
TDSTCKR10004,Sha Tin,22.38792217,114.200889,1487
TDSTCKR20001,Sha Tin,22.38045482,114.1939061,857
TDSTCKR20002,Sha Tin,22.38238715,114.1957221,1200
TDSTCKR20003,Sha Tin,22.38659482,114.199976,994
TDSTCKR20004,Sha Tin,22.38827425,114.2016173,1467
TDSTKR10001,Tai Po,22.45951611,114.1987444,1397
TDSTKR10002,Tai Po,22.46077182,114.1948097,1111
TDSTKR10003,Tai Po,22.46221721,114.1893302,1063
TDSTKR10004,Tai Po,22.46221743,114.1861531,1335
TDSTKR10005,Tai Po,22.45981547,114.1832868,848
TDSTKR10006,Tai Po,22.45911119,114.1801194,1558
TDSTKR10007,Tai Po,22.45725998,114.1775448,946
TDSTKR10008,Tai Po,22.45600466,114.1714046,1752
TDSTKR20001,Tai Po,22.46013857,114.203,1213
TDSTKR20002,Tai Po,22.45969693,114.1971122,1008
TDSTKR20003,Tai Po,22.46156679,114.1919631,1114
TDSTKR20004,Tai Po,22.46221737,114.1871344,1083
TDSTKR20005,Tai Po,22.46079072,114.1840544,705
TDSTKR20006,Tai Po,22.45909311,114.1807704,1303
TDSTKR20007,Tai Po,22.45801854,114.1776614,1328
TDSTKR20008,Tai Po,22.45664591,114.1769521,1257
TDSTKR20009,Tai Po,22.45568867,114.1743484,881
TDSTPR10002,Tai Po,22.44210687,114.1794779,1023
TDSTPR10003,Tai Po,22.43746513,114.182596,1282
TDSTPR10004,Tai Po,22.43383479,114.1847329,590
TDSTPR10005,Tai Po,22.43270591,114.1861802,0
TDSTPR10006,Tai Po,22.43271464,114.1904058,914
TDSTPR10007,Tai Po,22.43156739,114.1942911,944
TDSTPR10008,Tai Po,22.42930954,114.1963501,1095
TDSTPR10009,Tai Po,22.42510131,114.1966021,866
TDSTPR10010,Tai Po,22.42241023,114.1965434,2046
TDSTPR10011,Sha Tin,22.41963772,114.1978057,1349
TDSTPR10012,Sha Tin,22.41948385,114.2003214,1506
TDSTPR10013,Sha Tin,22.41770436,114.2034874,872
TDSTPR10014,Sha Tin,22.41540117,114.2058957,694
TDSTPR10015,Sha Tin,22.4096207,114.2108089,909
TDSTPR10016,Sha Tin,22.40587363,114.2079041,1099
TDSTPR20001,Tai Po,22.44241391,114.178963,1807
TDSTPR20002,Tai Po,22.43989433,114.1824407,1938
TDSTPR20003,Tai Po,22.43592088,114.1835674,814
TDSTPR20004,Tai Po,22.43260629,114.1901629,1072
TDSTPR20005,Tai Po,22.43172997,114.1940095,1237
TDSTPR20006,Tai Po,22.42967078,114.1962239,898
TDSTPR20007,Tai Po,22.42641979,114.1963692,1397
TDSTPR20008,Tai Po,22.42323203,114.196359,4130
TDSTPR20009,Tai Po,22.42007139,114.1960963,664
TDSTPR20010,Sha Tin,22.41937572,114.198641,1039
TDSTPR20011,Sha Tin,22.41794832,114.2026522,777
TDSTPR20012,Sha Tin,22.41568117,114.2055947,835
TDSTPR20013,Sha Tin,22.4124385,114.2094207,1055
TDSTPR20014,Sha Tin,22.40679435,114.2098273,1456
TDSTPTWR10001,Tai Po,22.45110097,114.1679074,0
TDSTPTWR10002,Tai Po,22.45110116,114.1724054,0
TDSTPTWR20001,Tai Po,22.45107404,114.1715699,595
TDSTPTWR20002,Tai Po,22.45102898,114.1764178,0
TDSTTR10001,Tuen Mun,22.40521975,113.969399,806
TDSTTR10002,Tuen Mun,22.40517157,113.9741288,1127
TDSTTR10003,Tuen Mun,22.40578786,113.9759052,1133
TDSTTR20001,Tuen Mun,22.40531969,113.9698748,1147
TDSTTR20002,Tuen Mun,22.40577023,113.9762548,1130
TDSTYR10001,Yuen Long,22.4623572,113.9933802,695
TDSTYR10002,Yuen Long,22.46837449,113.9960735,680
TDSTYR10003,Yuen Long,22.47060618,113.9971296,630
TDSTYR20001,Yuen Long,22.46659458,113.9952499,813
TDSTYR20002,Yuen Long,22.47096761,113.9973235,280
TDSTYR20003,Yuen Long,22.47159559,114.0017631,791
TDSYSR10001,Tai Po,22.44647763,114.1768453,1274
TDSYSR10002,Tai Po,22.45193202,114.1772727,1173
TDSYSR10003,Tai Po,22.45399999,114.1779917,1200
TDSYSR20001,Tai Po,22.45038781,114.1770687,2220
TDSYSR20002,Tai Po,22.45295246,114.1777196,1578
TDSYSR20003,Tai Po,22.45610408,114.1776516,1072
TH101F,Sha Tin,22.41141738,114.2125867,5983
TH110F,Tai Po,22.43822255,114.1968177,6423
TH114F,Tai Po,22.44478893,114.1776419,6841
TH701F,Tai Po,22.45634561,114.1496225,3812
TH703F,Tai Po,22.44067912,114.1592719,3637
TI101F,Yuen Long,22.43594219,114.0005451,4495
TK101F,Sai Kung,22.32604763,114.2511576,4882
TK105F,Sai Kung,22.31815879,114.2616358,6133
TK110F,Sai Kung,22.30500482,114.2544171,3712
TK904F,Sai Kung,22.31734805,114.2576851,3963
TL101F,Yuen Long,22.43886499,114.056136,3096
TL102F,Yuen Long,22.41030489,114.0605797,2919
TL103F,Tsuen Wan,22.37542451,114.0669298,6631
TM101F,Tuen Mun,22.37340927,113.9654167,2026
TM103F,Tuen Mun,22.38336855,113.9643918,6054
TM118F,Tuen Mun,22.39405567,113.974611,5300
TP102F,Tai Po,22.45688973,114.1773116,6110
TP105F,Tai Po,22.45119145,114.172114,5101
TP112F,Tai Po,22.45219287,114.1586098,4684
TP113F,Tai Po,22.46264873,114.1489023,6745
TP114F,Tai Po,22.44660398,114.1719393,6057
TR101F,Tsuen Wan,22.37407235,114.1030026,2714
TR103F,Tsuen Wan,22.37033628,114.0899744,5121
TR105F,Tsuen Wan,22.37129549,114.0777009,4704
TR107F,Tsuen Wan,22.36559198,114.0694813,5000
TR108F,Tsuen Wan,22.36947897,114.0619535,4886
TR111F,Tsuen Wan,22.36486675,114.0416459,5429
TR114F,Tuen Mun,22.35818188,114.0191574,5202
TR116F,Tuen Mun,22.36741164,114.002117,4760
TR119F,Tuen Mun,22.38313566,113.9801811,4994
TR704F,Tuen Mun,22.39807653,113.9764601,5221
TR706F,Tuen Mun,22.41137289,113.9793256,2542
TS101F,Kwai Tsing,22.34330086,114.0938645,1561
TS102F,Kwai Tsing,22.33475496,114.1066537,4276
TS104F,Kwai Tsing,22.34238857,114.1437231,3964
TS105F,Sha Tin,22.36758712,114.1714857,3946
TW102F,Kwai Tsing,22.339406,114.133201,5687
TW103F,Kwai Tsing,22.36196889,114.118951,7527
TW105F,Kwai Tsing,22.35524257,114.1231284,5575
TW108F,Kwai Tsing,22.36080797,114.1315632,6749
TW109F,Kwai Tsing,22.3648908,114.1353776,7024
TW112F,Kwai Tsing,22.37245862,114.1362978,5789
TW116F,Kwai Tsing,22.36698179,114.1216578,4507
TW117F,Kwai Tsing,22.37020629,114.1234625,5456
TW120F,Tsuen Wan,22.3701465,114.1085293,9126
TW121F,Kwai Tsing,22.34854601,114.1099184,6446
TW701F,Tsuen Wan,22.37667801,114.1145851,5064
YL101F,Yuen Long,22.44640711,114.0165806,10339
YL106F,Yuen Long,22.44436291,114.0321847,9984
YL111F,Yuen Long,22.44465535,114.0361091,7382
